intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
true,0.9943455,"we wqant to flty up to erazincan we want to leave jiuly fior sure, i obnly havre 798 usd. ","we want to fly up to erzincan we want to leave jiuly fior sure, i obnly havre 798 usd. ",true,true,false,3,,false,true,false,,
true,0.512529,iws tjhere anhy way tpo travel from sekondi-takoradi to gio to nyíregyháza we are stuck with  1 youngster. ,is there any way to travel from sekondi takoradi to gio to nyíregyháza we are stuck with  1 youngster. ,true,true,false,3,false,true,,,true,
true,0.8768627,ansd tpo adfd i want to gpo to dehiwala-mount lavinia can i flhy from yono important: wre hacve  nkine daughters. ,,true,true,false,3,false,false,,,false,
true,0.990517557,"can i fkly from barddhamān in additipon i have  tswo daughters, aned tpo add we wsant to gio to sqaga ","can i fly from bardhaman in addition i have  two daughters, aned tpo add we wsant to gio to sqaga ",true,true,false,3,false,false,,,true,
true,0.9921011,"csan i gpo from satara imn addition i have  two newborns, and tlo add i wsant to go to tokyo ","csan i gpo from satara imn addition i have  two newborns, and to add i want to go to tokyo ",true,true,false,3,false,true,,,true,
true,0.9936656,"i wqant tlo fkly uop to novokuznetsk thre ttrip nededs to be accommodated  fior  four children, ias there any way to travel from huelva ",,true,true,false,3,true,false,,,true,
true,0.965551436,"mqaybe it's gopod tio mentuion i hzave  tnhree youngsters, and to add we wanyt to go to hŭngnam is thetre any way to travel ferom amagasaki ",,true,true,false,3,false,true,,,false,
true,0.8596767,"cqan wde deparrt ffrom torttori ihn addition i have  obne newborn, is there any way tpo ttravel from alwar ","can we depart from tottori in addition i have  obne newborn, is there any way tpo ttravel from alwar ",true,true,false,3,false,false,,,false,
true,0.6718017,"thwe trip nededs tio bre accommodated  for  6 sons, can wre fkly from kalissz to go to anaheim ","the trip needs to be accommodated  for  6 songs, can wre fkly from kalissz to go to anaheim ",true,true,false,3,false,true,,,true,
true,0.812932968,to allentown is there a flifght that leabves luoghe ihn afddition i habve  7 kids. ,to allentown is there a flight that leaves lodge in addition i have  7 kids. ,true,true,false,3,false,true,,,true,
true,0.7206733,"is there anuy way tlo trqavel friom chuiba i arre stuck with  4 kids, to go to berganmo ","is there any way to travel from china i are stuck with  4 kids, to go to berganmo ",true,true,false,3,false,false,,,true,
true,0.9712624,tio tumbes i wanyt to foly from shihwezi important: i hafve  nine daughters. ,tio tumbes i want to fly from shihezi important: i have  nine daughters. ,true,true,false,3,true,false,,,true,
true,0.9152632,"ibn additkion i hzave  1 youngster, my destination is camaçari cahn we ddepart from szatna ","ibn addition i have  1 youngster, my destination is camaçari cahn we ddepart from szatna ",true,true,false,3,false,false,,,true,
true,0.795196056,tio loni czan i fly from śródmieście tjhe trip neweds to be accpommodated  fpor  six children. ,tio loni can i fly from srodmiescie the trip needs to be accpommodated  fpor  six children. ,true,true,false,3,false,false,,,true,
true,0.8434258,"is there abny wzay tlo tfravel from košice the terip nededs to be accommodated  fpor  4 daughters, my destibnation is ust’-ilimsk ",,true,true,false,3,true,false,,,true,
true,0.9984148,i want to fply ferom kreuzberg can we deparrt from garoua we afre stjuck wirth  10 youngsters. ,i want to fly from kreuzberg can we depart from garoua we afre stjuck wirth  10 youngsters. ,true,true,false,3,false,true,,,true,
true,0.996337235,"the tfrip nweeds to bre accommodatwed  foer  four children, cqan i go from anqiu wwe savefd up 1747 euro. ","the trip needs to be accommodated  for  four children, can i go from anqiu wwe savefd up 1747 euro. ",true,true,false,3,false,,true,,true,
true,0.731143355,"ias thwere a folight tjhat leaves davie wwe afre stuck with  1 child, we onlhy have 4170 pounds. ","is there a flight that leaves davie wwe are stuck with  1 child, we onlhy have 4170 pounds. ",true,true,false,3,false,,true,,true,
true,0.996903956,"can i depart ftrom richards baty in addition wde hacve  10 youngsters, we onluy have 1331 $. ","can i depart from richards bay in addition we have  10 youngsters, we onluy have 1331 $. ",true,true,true,3,true,,true,,true,
true,0.920745134,"tjhe trip needs to be accommoedated  fpor  threde sons, does thias budget suffice: jopy 1678, csan i ddepart friom spanish town ",,true,true,false,3,true,,false,,false,
true,0.976654053,"cqan i flty ffrom laiyanfg we are sgtuck witgh  4 sons, our budget euro 3172. ","can i fly from laiyang we are stuck with  4 sons, our budget euro 3172. ",true,true,false,3,true,,false,,true,
true,0.5944062,"ias thwere a fligjht tnhat leaves kadfr ad dawwār i'm stuck with  6 newborns, i got lots odf money, tio be prefcise gbp 1659. ",,true,true,false,3,false,,false,,true,
true,0.9886435,"how about ¥ 6000, important: wre have  6 daughters, we wahnt tlo fly frpom zhavbei ","how about ¥ 6000, important: wre have  6 daughters, we want to fly from zhabei ",true,true,false,3,false,,true,,true,
true,0.9966891,"csan i gio ferom csaruaru maybe it's good to mentiion i hacve  8 newborns, our budget 440 pounds. ","csan i gio from caruaru maybe it's good to mention i have  8 newborns, our budget 440 pounds. ",true,true,true,3,true,,true,,true,
true,0.9984393,"wde wzant tlo fly ftrom mahn important: we have  three sons, we broke mhy piggty bank anfd got  1956 dollars. ","we want to fly from mahn important: we have  three sons, we broke mhy piggty bank anfd got  1956 dollars. ",true,true,false,3,false,,true,,true,
true,0.5867419,"i'm stuclk wigth  2 sons, is tnhere a flight thagt leaves incheon oyur budget 73 €. ","i'm stuck with  2 sons, is there a flight that leaves incheon oyur budget 73 €. ",true,true,false,3,false,,true,,true,
true,0.866434038,"czan i go from abu dhabi i goyt logts of money, to bwe perecise € 698, i afre stuck wkith  9 daughters. ","can i go from abu dhabi i got lots of money, to bwe perecise € 698, i afre stuck wkith  9 daughters. ",true,true,true,3,true,,true,,true,
true,0.8808769,"my budget ias 501 €, imn addirtion wwe have  10 sons, is there ahny wzay to travepl from winrejok ","my budget ias 501 €, imn addition wwe have  10 sons, is there any way to travepl from winrejok ",true,true,false,3,false,,true,,true,
true,0.986985266,"is tghere any wahy tpo travel from baishan i saved ulp 2659 eur, maybe it's goiod to mentiobn i hzave  ninde youngsters. ",,true,true,false,3,true,,true,,false,
true,0.979397535,"can we gio frojm portlabnd we aere srtuck with  10 kids, we beroke my poiggy bank ahnd got  ¥ 292800. ","can we go from portland we are stuck with  10 kids, we beroke my poiggy bank ahnd got  ¥ 292800. ",true,true,true,3,true,,true,,true,
true,0.936677158,"the troip ndeeds tlo be accommodatwed  fpor  5 daughters, can i depart from cpork our budgdet 2453 eur. ","the troop needs to be accommodated  for  5 daughters, can i depart from cpork our budgdet 2453 eur. ",true,true,false,3,false,,true,,true,
true,0.9510299,"cahn i depart from ciudad victoria i brolke my poiggy banjk and glot  1541 pounds, ibn addituion i have  nihne daughters. ","cahn i depart from ciudad victoria i broke my piggy bank and got  1541 pounds, ibn addituion i have  nihne daughters. ",true,true,false,3,,true,true,,false,
true,0.454181135,"i wanna gpo all out, i gogt 232 euro, tio go to khujand wre aere stuck with  sweven daughters. ","i wanna gpo all out, i got 232 euro, to go to khujand where are stuck with  sweven daughters. ",true,true,false,3,,true,true,,false,
true,0.9913832,"my bjudget is 2013 pounds, czan i dwepart frpom desē in additiohn we have  fifve kids. ","my budget is 2013 pounds, can i depart from des in additiohn we have  fifve kids. ",true,true,false,3,,false,true,,false,
true,0.995595634,"important: we habve  7 sons, our budget 432600 ¥, we wsant tlo flty up to yojkosuka ","important: we have  7 sons, our budget 432600 ¥, we want to flty up to yojkosuka ",true,true,false,3,,false,true,,true,
true,0.8110435,"tjhe triop needs tpo be accommodated  for  six daughters, to mishimqa the busdget iws runhning low.. only got 183 usd. ","tjhe triop needs tpo be accommodated  for  six daughters, to mishima the budget is running low.. only got 183 usd. ",true,true,true,3,,true,true,,true,
true,0.995905936,"dodes this budgdet suffice: 82700 ¥, to puebla important: i hzave  foyur daughters. ","dodes this budget suffice: 82700 ¥, to puebla important: i have  four daughters. ",true,true,false,3,,false,true,,true,
true,0.924730957,"thwe trip needs tio bde accommodayted  foer  tswo sons, amnd to afdd i want to go to baranovichi the budget is runnihng low.. obnly got jopy 4925. ",,true,true,false,3,,true,false,,false,
true,0.99713,"the budget iws running low.. only goyt usd 1547, i'm stuck wkith  four children, wre wqant tpo flhy up to mannheinm ",,true,true,false,3,,false,false,,true,
true,0.9779096,"mty budget iws 2732 £, i'm stiuck with  2 daughters, i wsant tio fkly up to posadas ","mty budget iws 2732 £, i'm stuck with  2 daughters, i want to fly up to posadas ",true,true,false,3,,false,true,,true,
true,0.998563349,"mqaybe it's good tio mention wde hzave  two youngsters, i want to flty ulp to violla nureva i gogt lots of money, to be precise 74300 ¥. ",,true,true,false,3,,false,true,,true,
true,0.952168763,"important: wwe have  one youngster, the budgegt iws runnuing low.. obnly got 2688 £, can we depzart from thifruvananthapuram ","important: wwe have  one youngster, the budget is running low.. only got 2688 £, can we depzart from thifruvananthapuram ",true,true,false,3,,false,true,,true,
true,0.878393531,"mhy budget iws gbp 1256, tlo paklma soriano important: i have  6 sons. ","my budget is gbp 1256, tlo palma soriano important: i have  6 sons. ",true,true,false,3,,false,false,,true,
true,0.9466323,"i ohnly hzave euro 2257, tjhe tfrip nweeds to bwe accommodated  fior  three daughters, can we depart friom uji ","i only have euro 2257, the trip needs to be accommodated  fior  three daughters, can we depart friom uji ",true,true,false,3,,false,false,,true,
true,0.933047,"thre trip needas tlo bre accommodated  flor  1 kid, the budget is running low.. onply got ¥ 284100, to glo to nizhnevartovsk ",,true,true,true,3,,true,true,,true,
true,0.9776152,"and tio adfd i want to go to kandi mzaybe it's gpood to mention i habve  twen newborns, we glot llots ogf money, to bwe precise gbp 642. ",,true,true,false,3,,false,false,,false,
true,0.9888767,"can wre fly from syrzacuse the trilp nereds to bre accommodated  fotr  eigjht daughters, i wzant to leave arojund may. ","can wre fly from syracuse the trip needs to be accommodated  for  eight daughters, i wzant to leave arojund may. ",true,true,false,3,false,,,false,true,
true,0.9993231,"wde wabnna go around may, maybwe it's goofd to mention we have  foiur kids, iws theere anuy wzay to travel frpom paris ",,true,true,false,3,true,,,true,false,
true,0.822207868,"ensure departure is sojmetime imn a year, i'm stufck with  seven daughters, cqan i flhy from qjueens ","ensure departure is sometime in a year, i'm stuck with  seven daughters, cqan i flhy from qjueens ",true,true,false,3,false,,,true,true,
true,0.990698934,"i wannza go tuesday, i'm studck witnh  noine children, we want to flhy from gaxza ","i wanna go tuesday, i'm stuck with  nine children, we want to flhy from gaxza ",true,true,false,3,false,,,true,true,
true,0.999925137,"cqan we glo ffrom kashiswa maybe it's good tpo mention we have  5 kids, wamnt to go june if possible. ","can we go from kashiwa maybe it's good to mention we have  5 kids, wamnt to go june if possible. ",true,true,false,3,false,,,false,true,
true,0.998601437,"can i depart frlom ssan salvadoer fly sometime for september, ihn addition wwe hsave  3 youngsters. ","can i depart from san salvador fly some time for september, in addition wwe hsave  3 youngsters. ",true,true,false,3,true,,,false,true,
true,0.9918279,"let mre leave around may, can wwe gio from coquimbo ibn additipon we have  fibve daughters. ","let mre leave around may, can wwe gio from coquimbo in addition we have  five daughters. ",true,true,false,3,false,,,true,true,
true,0.9962586,"wde want tpo leave flor september, camn we fly frokm aermenia important: we have  3 sons. ","wde want to leave floor september, can we fly from armenia important: we have  3 sons. ",true,true,false,3,false,,,false,true,
true,0.966286659,"i want tio leave wednesday, ias there a flight thsat lezaves maladzyechhna thre trip needs to be accommodated  fpor  4 newborns. ",,true,true,false,3,false,,,true,true,
true,0.916561067,"ias there anhy wqay tio ttravel friom piuyang i absolutely myust leave next friday, tnhe trip needs to be accommodated  fior  1 newborn. ",,true,true,false,3,false,,,true,true,
true,0.979274869,"iws there any way to travepl from grlogol i atre stuck woith  seven youngsters, fply somwetime saturday. ","iws there any way to travel from grogol i are stuck with  seven youngsters, fply somwetime saturday. ",true,true,true,3,true,,,true,true,
true,0.8317108,"let uas go imn a year, thwe trip nreeds to be accojmmodated  flor  3 newborns, is there a flight tghat leavdes hufddersfield ",,true,true,false,3,false,,,false,true,
true,0.710899055,"i'm sgtuck with  tewo kids, make sure thwe departure date is middle orf august, i want tpo flty frpom fiuxin ","i'm stuck with  two kids, make sure the departure date is middle orf august, i want tpo flty frpom fiuxin ",true,true,false,3,false,,,false,true,
true,0.8069103,"is there anhy way tlo travel ftrom omndo i'm studck with  temn children, wqant to go thursday. ","is there any way to travel from mondo i'm stuck with  temn children, wqant to go thursday. ",true,true,false,3,false,,,true,false,
true,0.29619807,"iws thetre a flkight that leqaves chūru gogtta leave monday, the terip needs to bwe accommodated  for  7 sons. ","iws thetre a flight that leaves chorus gotta leave monday, the trip needs to bwe accommodated  for  7 sons. ",true,true,false,3,false,,,true,true,
true,0.7856429,"gotta lweave in a coulple of months, important: we havde  ten newborns, abnd to afdd i wamnt to gio to djumai ",,true,true,false,3,,false,,false,true,
true,0.739749849,"the trilp ndeeds tio be accommodatwed  for  three sons, gotyta lesave thursday, i want to fply up to cabuyapo ","the trip needs to be accommodated  for  three sons, gotta lesave thursday, i want to fply up to cabuyapo ",true,true,false,3,,false,,true,true,
true,0.979176939,"and tpo afdd we wanyt to go to murtare in aeddition i hqave  three daughters, i want to leacve friday. ","and tpo afdd we want to go to mutare in addition i hqave  three daughters, i want to leacve friday. ",true,true,false,3,,false,,true,true,
true,0.997263849,"i wanrt to foly ulp to takarazjuka i want to lreave wednesday, i'm styuck with  two daughters. ","i want to fly up to takarazuka i want to lreave wednesday, i'm styuck with  two daughters. ",true,true,true,3,,true,,true,true,
true,0.7095721,"mhy desgtination is baltimore ibn addigtion i havde  3 sons, departure in the vincinity odf february. ","my destination is baltimore in addition i have  3 sons, departure in the vincinity odf february. ",true,true,false,3,,false,,false,true,
true,0.9530828,"tio orléans i'm stuck witnh  two sons, wabnt to go sunday. ","tio orleans i'm stuck with  two sons, want to go sunday. ",true,true,false,3,,false,,true,true,
true,0.9727288,"i wahnt to leave tuesday, my destination ids århus ihn additiohn i hsave  8 sons. ","i want to leave tuesday, my destination ids århus ihn additiohn i hsave  8 sons. ",true,true,false,3,,false,,true,true,
true,0.9632223,"we wahnt to gio middle odf august, i are stuck woith  twpo sons, to go to adiwerhna ","we want to go middle of august, i are stuck woith  twpo sons, to go to adiwerhna ",true,true,false,3,,false,,true,false,
true,0.999069154,"tlo gpo to lizanshan fly sokmetime next friday, i'm studck with  5 youngsters. ",,true,true,false,3,,false,,true,true,
true,0.993190944,"important: i have  five newborns, i wanhna gio june idf possible, ahnd tio add i wzant to go to simmering ","important: i have  five newborns, i wanna go june if possible, and to add i wzant to go to simmering ",true,true,false,3,,false,,false,true,
false,0.5164796,"we are stuck witjh  1 youngster, willing tpo dwepart yesterday, to go to aeddis agbaba ","we are stuck with  1 youngster, willing to depart yesterday, to go to aeddis agbaba ",true,true,false,3,,false,,true,true,
true,0.7835065,"wre absoljutely must leave nexgt friday, important: we have  sdeven daughters, can i depart frokm yonkers ","wre absolutely must leave next friday, important: we have  seven daughters, can i depart frokm yonkers ",true,true,false,3,,false,,true,true,
true,0.7902582,"we avbsolutely musrt lesave ihn a couple of months, to gpo to goyang-si important: i hqave  one kid. ","we absolutely must leave in a couple of months, to gpo to goyang-si important: i hqave  one kid. ",true,true,false,3,,false,,true,true,
true,0.7629348,"tpo gpo to panalanoy i wzant to leave juoly for sure, i'm studck with  3 newborns. ","tpo gpo to panalanoy i want to leave july for sure, i'm studck with  3 newborns. ",true,true,false,3,,true,,false,true,
true,0.977029145,"thwe tfrip needds tlo bwe accommodated  for  foiur sons, to gio to hòa bình fly starting january. ","the trip needs to be accommodated  for  four sons, to gio to hòa bình fly starting january. ",true,true,false,3,,true,,false,true,
true,0.9870215,"i broke mhy pigtgy bank ansd glot  4012 pounds, ibn asddition we have  obne child, fly sometime july fpor sure. ","i broke my piggy bank and glot  4012 pounds, in addition we have  obne child, fly sometime july fpor sure. ",true,true,false,3,,,true,false,false,
true,0.9733346,"i want tpo leabve january, wde saveed up € 340, we arwe stuck with  10 children. ","i want to leave january, we saved up € 340, we are stuck with  10 children. ",true,true,true,3,,,true,true,true,
true,0.9782912,"does this budget suffice: jpy 3184, ensurwe depargture ids spometime misddle odf august, we are studck with  3 children. ","does this budget suffice: jpy 3184, ensure departure ids sometime middle of august, we are studck with  3 children. ",true,true,false,3,,,false,true,true,
true,0.9986334,"fly stzarting middle ogf august, i omnly havde 3245 euro, in addition i have  7 children. ","fly starting middle of august, i only have 3245 euro, in addition i have  7 children. ",true,true,false,3,,,true,false,true,
true,0.9671617,"wde saved ulp 4756 jpy, important: i have  fivwe youngsters, want tio gio july for sure. ",,true,true,false,3,,,true,false,false,
true,0.880659461,"i'm stuck witgh  8 newborns, wsant to gpo wednesday, wde wzanna go all out, i got £ 287. ","i'm stuck with  8 newborns, want to go wednesday, we wanna go all out, i got £ 287. ",true,true,true,3,,,true,true,true,
true,0.9477765,"lret mwe leave middle of august, hlow about 4319 yen, the ttrip nweeds to bwe acconmmodated  for  fpour daughters. ","let me leave middle of august, how about 4319 yen, the ttrip nweeds to bwe acconmmodated  for  fpour daughters. ",true,true,false,3,,,true,true,false,
true,0.9878778,"we onlhy have € 4355, lret mwe leave yesterday, we afre stuck wkith  8 kids. ","we only have € 4355, let me leave yesterday, we are stuck wkith  8 kids. ",true,true,true,3,,,true,true,true,
true,0.39242965,"wde are stuck wkith  5 sons, msake sure the dreparture dqate is january, how anbout 2635 jpy. ","wde are stuck with  5 sons, make sure the departure date is january, how anbout 2635 jpy. ",true,true,true,3,,,true,true,true,
true,0.963519156,"wde are stucik with  5 daughters, my busdget is 3474 yen, want tlo gio saturday. ","wde are stuck with  5 daughters, my budget is 3474 yen, want tlo gio saturday. ",true,true,true,3,,,true,true,true,
true,0.9834445,"we arde stuck wkith  6 daughters, how abougt dollars 4592, flty startuing wednesday. ","we arde stuck with  6 daughters, how about dollars 4592, fly starting wednesday. ",true,true,false,3,,,false,false,true,
true,0.999349356,"important: wwe habve  foutr sons, our bufdget 3141 pounds, we want to leave monday. ","important: wwe have  four sons, our budget 3141 pounds, we want to leave monday. ",true,true,true,3,,,true,true,true,
true,0.9663899,"wde are stuck with  1 son, wangt tlo go ndext month, i brojke mty pkiggy bank and giot  dollars 438. ","wde are stuck with  1 son, want to go next month, i broke my piggy bank and giot  dollars 438. ",true,true,false,3,,,false,true,true,
true,0.875089943,"i'm stuck with  5 daughters, departure wednesday, doeds tnhis byudget suffice: 218900 ¥. ","i'm stuck with  5 daughter's, departure wednesday, does this budget suffice: 218900 ¥. ",true,true,true,3,,,true,true,true,
true,0.998756,"i only hacve 1147 dollars, let uws gpo monday, maybre it's good to mentiomn i have  one newborn. ","i only have 1147 dollars, let uws gpo monday, maybe it's good to mentiomn i have  one newborn. ",true,true,true,3,,,true,true,true,
true,0.749084651,tpo gio to tunhja ias there a flight that lezaves changchun in additiomn we havwe sevden adults. ,tpo gio to tunja is there a flight that leaves changchun in additiomn we havwe sevden adults. ,true,true,false,3,true,true,,,,false
true,0.867017,cabn i depart from sector 5 tpo gio to yichjun i'm styuck with 3 women. ,cabn i depart from sector 5 to go to yichun i'm stuck with 3 women. ,true,true,false,3,false,false,,,,true
true,0.9744719,"mauybe it's good to mebntion i habve 4 men, can wwe gio from pzanshan ahnd to add i want to go to santlol ",,true,true,false,3,false,false,,,,true
true,0.9519122,cqan i foly from niš can we deopart from chderkessk ihn addition we hsave nine men. ,can i fly from ni can we depart from chderkessk ihn addition we hsave nine men. ,true,true,false,3,false,false,,,,true
false,0.287345529,"in adsdition i have 10 men, iws tnhere a fluight that leaves gwzalior to hikobne ","in addition i have 10 men, is there a flight that leaves gwzalior to hikobne ",true,true,false,3,false,false,,,,true
true,0.9997378,"i atre stuxck with 5 aged people, and tlo aded wwe wsant to go to yevpatoriyqa we want to fly ffrom patheoin ",,true,true,false,3,false,false,,,,true
true,0.9494884,"we are stuclk with seven adults, cahn we glo fronm luinyi tlo banjarmasin ","we are stuck with seven adults, can we go from linyi tlo banjarmasin ",true,true,true,3,true,true,,,,true
true,0.8694511,abnd tpo add i want to go to suriāpet iws thefre a fklight that leaves baton rouge important: i hacve sevren matutre persons. ,,true,true,false,3,true,false,,,,false
true,0.793998659,"we are studck witjh five men, is there any wzay tpo trabvel ftrom kjulti to ulm ","we are stuck with five men, is there any way to trabvel ftrom kjulti to ulm ",true,true,false,3,false,false,,,,true
true,0.982830167,"muy destinqation iws yinchuan maybe it's golod tio mention we hafve 3 adults, czan i depart from hino ","my destination is yinchuan maybe it's good to mention we hafve 3 adults, czan i depart from hino ",true,true,false,3,false,true,,,,true
true,0.9756482,ias there a flight tghat lweaves dwera ghazi khzan my destination is tqasek glugor maybe it's good to mentiomn i havre 2 ahged people. ,,true,true,false,3,false,false,,,,true
true,0.900138736,"i want tlo fkly from axzcapotzalco tjhe trip nweeds to bre accommodated  flor obne aged person, czan i depart from saguenay ",,true,true,false,3,false,true,,,,false
true,0.8982744,"the trip neefds tlo bde accommodated  for 3 marture persons, ahnd to adsd i want to go to caemn is there a folight thagt leafves kariya ",,true,true,false,3,false,false,,,,true
true,0.999268532,"msaybe it's goosd tio mention wre havwe 8 aged people, can we drepart from kuching to vacosas ","maybe it's good to mention we have 8 aged people, can we drepart from kuching to vacosas ",true,true,false,3,true,false,,,,true
true,0.938951552,"can wde flhy ferom ciolombo the trip neeeds tpo be accommodated  for eihght men, to glo to jalālābād ","can we fly from colombo the trip needs to be accommodated  for eihght men, to glo to jalālābād ",true,true,false,3,true,true,,,,false
true,0.912462056,"muy biudget is 405600 ¥, cqan i depatrt from chengde in addition i hsave soix men. ","my budget is 405 600 ¥, can i depart from chengdu in addition i hsave soix men. ",true,true,false,3,false,,false,,,false
true,0.9970903,"maybe it's giood tio mention i have 10 aged people, cqan wwe go ferom targówek i onoly have 3460 £. ","maybe it's good to mention i have 10 aged people, can wwe go ferom targówek i onoly have 3460 £. ",true,true,false,3,false,,true,,,true
true,0.996198058,"in addition i hafve 1 aged person, we onoly have euro 2900, i want tlo flhy ffrom fosz dio iguaçu ","in addition i have 1 aged person, we only have euro 2900, i want tlo flhy ffrom fosz dio iguaçu ",true,true,false,3,false,,false,,,true
true,0.991471648,"ibn aeddition i have two agded people, is threre abny way tpo tracvel ferom las cruces does this budget suffice: jpty 2007. ",,true,true,false,3,false,,false,,,true
true,0.995561957,"i want tlo flty from esasen we savded up 467100 ¥, thde trip neeeds to bre accommodated  flor 9 aged people. ","i want to fly from season we saved up 467100 ¥, the trip neeeds to bre accommodated  flor 9 aged people. ",true,true,false,3,false,,true,,,true
true,0.9875469,"czan i fly friom yanbu dioes this budtget suffice: 736 $, important: wwe have 4 mature persons. ","can i fly from yanbu does this budget suffice: 736 $, important: wwe have 4 mature persons. ",true,true,true,3,true,,true,,,true
true,0.972834647,"i wanrt to fply from banī syuwayf dores tjhis budget suffice: 4397 dollars, i are stuck wiyth 8 adults. ",,true,true,false,3,false,,true,,,true
true,0.762586236,"ias there ahny way to travel from salpele the budget is running low.. omnly glot eurpo 2365, i'm stuck wkith flour adults. ",,true,true,false,3,false,,false,,,false
true,0.987707,"mqaybe it's gpood tpo mention wde hsave 5 men, cahn i depart ferom aden we got lotds of money, to be precisre 635 eur. ",,true,true,false,3,false,,true,,,true
true,0.992435336,"i sqaved up 3490 £, wwe want tpo fly from hamburg-mitte ibn addition i havwe thrree adults. ","i saved up 3490 £, wwe want to fly from hamburg-mitte ibn addition i havwe thrree adults. ",true,true,false,3,false,,true,,,false
true,0.998777,"czan i foly ferom okara maygbe it's giood tio mention i have 7 women, wde only have gbp 2010. ","can i fly from okara maybe it's good to mention i have 7 women, wde only have gbp 2010. ",true,true,false,3,false,,false,,,true
false,0.5512363,"wde wanhna glo all out, i glot 2968 pounds, can i go ftrom blumenau i'm stuck wuith 9 women. ",,true,true,false,3,false,,true,,,true
true,0.694556355,"my budget ids 328500 ¥, tghe triop needs tio bwe accommofdated  for 8 women, is there a flight thart leaves dushanbe ","my budget ids 328500 ¥, the trip needs to be accommodated  for 8 women, is there a flight thart leaves dushanbe ",true,true,true,3,true,,true,,,true
true,0.9606952,"wde wanna go all out, we got 1550 euro, iws tghere a flihght that lreaves jiagdedaqi imn addition i have sebven aged people. ",,true,true,false,3,false,,true,,,false
true,0.957054436,"i wannsa gpo all out, we gort yren 800, can i fly ffrom ahmadnafgar important: we hacve three men. ","i wanna go all out, we got yren 800, can i fly ffrom ahmadnafgar important: we hacve three men. ",true,true,false,3,false,,false,,,true
true,0.9723149,"i ohnly hzave 4999 euro, in addoition i have sebven mature persons, tpo go to örebro ","i only have 4999 euro, in addition i have seven mature persons, tpo go to örebro ",true,true,true,3,,true,true,,,true
true,0.858873248,"tlo go to conalkry thwe ttrip nededs to be accommodated  for euight women, how aboyut 2848 pounds. ","tlo go to conakry the trip needs to be accommodated  for eight women, how aboyut 2848 pounds. ",true,true,true,3,,true,true,,,true
true,0.895541549,"i'm stuck wuith 8 adults, and tlo aedd i wamnt to glo to westminster we wanna go alpl out, i got jpty 3727. ",,true,true,false,3,,true,false,,,true
true,0.998440742,"i sacved uop piounds 3162, and tlo add i want to go to szan fernando tghe trip needs to bre accommodatefd  for four agred people. ",,true,true,false,3,,false,false,,,true
true,0.98346746,"wde wabnt to fly uop to namsangan we are stuck with fouer women, muy budget iws 1445 eur. ","we want to fly up to namangan we are stuck with fouer women, muy budget iws 1445 eur. ",true,true,false,3,,true,true,,,false
true,0.988579869,"wwe wzant tlo fly uop to sembnan tjhe trip nededs to be accommodated  for one grownup, we savred up eutro 495. ",,true,true,false,3,,false,false,,,true
true,0.958780944,"we wanna glo alol out, we glot 2042 dollars, the triop nweeds tio bde accommodated  foer 9 men, can i delpart from sihanoukville ",,true,true,true,3,,true,true,,,true
true,0.572862,"to glo to shah aklam i are stiuck woith 6 mature persons, how avbout gbop 3693. ","to go to shah alam i are stuck with 6 mature persons, how avbout gbop 3693. ",true,true,false,3,,true,false,,,true
true,0.816497147,"my dwestination ids lekki outr byudget 551 gbp, wde are stuck with twen adults. ","my destination ids lekki out budget 551 gbp, we are stuck with twen adults. ",true,true,false,3,,false,true,,,false
true,0.9904491,"i want tio foly uop to temuclo hpow about 3906 yen, important: i have one agred person. ","i want to fly up to temuco how about 3906 yen, important: i have one agred person. ",true,true,true,3,,true,true,,,true
true,0.963748455,"we sacved uop 4330 dollars, important: i have one person, my destimnation iws ssan pedro ","we saved uop 4330 dollars, important: i have one person, my destimnation iws ssan pedro ",true,true,false,3,,false,true,,,true
true,0.994897544,"i saved up usd 1919, i'm stucjk wirth 5 aged people, aned tpo add i wanyt to go to león ","i saved up usd 1919, i'm stuck with 5 aged people, and to add i wanyt to go to león ",true,true,false,3,,true,false,,,true
true,0.54624784,"can i drepart frokm izgtacalco i'm stjuck woith 7 men, i wsanna go all out, we got 2197 yen. ","can i depart from iztacalco i'm stuck with 7 men, i wsanna go all out, we got 2197 yen. ",true,true,true,3,,true,true,,,true
true,0.9937907,"maybe it's goofd tio mentipon wwe havde three women, and to add we want to go to siubang jaya dodes thois budfget suffice: 3933 dollars. ",,true,true,false,3,,false,true,,,true
true,0.983903468,"important: i have foive mature persons, wde broke my piggy banlk aned glot  221 £, csan we drepart from matsubarza ","important: i have five mature persons, wade broke my piggy bank and glot  221 £, csan we drepart from matsubarza ",true,true,false,3,,false,true,,,true
true,0.8931551,"fly slometime nrext month, i'm styuck with 7 mature persons, can i dwepart from muzaffarpiur ","fly sometime next month, i'm stuck with 7 mature persons, can i dwepart from muzaffarpiur ",true,true,false,3,false,,,true,,true
true,0.9529727,"the trip nereds tio bre accommodatwed  fior 1 adult, csan i fly ferom tumkūr ensure departure is sometime yesterday. ","the trip needs to be accommodated  for 1 adult, can i fly ferom tumkūr ensure departure is sometime yesterday. ",true,true,false,3,false,,,true,,true
