intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
true,0.963491142,cqan i gpo from yicghun how about 3165 £. ,can i go from yichun how about 3165 £. ,true,true,true,2,true,,true,,,
true,0.9892967,can wde gpo from baiyibn we onoly have £ 848. ,can we go from baiyin we only have £ 848. ,true,true,true,2,true,,true,,,
true,0.7634004,"we wsanna glo akll out, i glot 2323 gbp, ias there any way tlo travel ferom yiyang ","we wanna glo all out, i got 2323 gbp, ias there any way tlo travel ferom yiyang ",true,true,false,2,false,,true,,,
true,0.9871512,"does this budgwet suffice: jpty 1271, we want tio fply ftrom barrancabermeja ","does this budget suffice: jpy 1271, we want to fly from barrancabermeja ",true,true,false,2,true,,false,,,
true,0.996906042,"our budget 1178 pounds, camn i fly fronm samn cristóbal ","our budget 1178 pounds, can i fly from san cristobal ",true,true,false,2,false,,true,,,
true,0.9829192,"we giot lots ogf money, to be prrecise 2990 gbp, csan i fkly frlom relizane ","we giot lots ogf money, to be precise 2990 gbp, can i fly from relizane ",true,true,true,2,true,,true,,,
true,0.9613559,can i depart frojm vitória dza conquista thde budgeyt is running low.. omnly gort 3776 €. ,can i depart from vitoria da conquista the budget is running low.. omnly gort 3776 €. ,true,true,false,2,false,,true,,,
true,0.956499636,"legt us gpo tuesday, csan i go from almería ","let us gpo tuesday, can i go from almeria ",true,true,false,2,false,,,true,,
true,0.985748053,can we flhy ffrom samarinda deparrture friday. ,can we fly from samarinda departure friday. ,true,true,true,2,true,,,true,,
true,0.7275365,"i absolutdely myust ldeave yesterday, can i fly frokm iztacalco ","i absolutely must leave yesterday, can i fly from iztacalco ",true,true,true,2,true,,,true,,
true,0.9452273,"ensure deoparture ias somegtime tuesday, cqan we gpo from kolkata ","ensure departure is sometime tuesday, can we go from kolkata ",true,true,true,2,true,,,true,,
true,0.9575353,"dweparture junwe if possible, can i go ftrom algierws ","departure june if possible, can i go from algiers ",true,true,false,2,true,,,false,,
true,0.977148533,cahn i glo from chalco lert uas go thursday. ,can i go from chalco let us go thursday. ,true,true,true,2,true,,,true,,
true,0.986865044,ids there abny wzay to teravel ftrom ar raqqah we wangt to leafve for september. ,ids there any way to travel from ar raqqah we want to leafve for september. ,true,true,false,2,true,,,false,,
true,0.6715436,"wre want tpo go nrext friday, iws there a fklight that leaves pqasuruan ","wre want tpo go next friday, is there a flight that leaves pasuruan ",true,true,true,2,true,,,true,,
true,0.956177831,czan we go from pervoural’sk ensjure dweparture ids somwetime due december. ,can we go from pervoural’ensure departure dweparture sometime somwetime due december. ,true,true,false,2,false,,,false,,
true,0.5685667,"i absoklutely myust leave friday, can i gpo from copiapó ","i absolutely must leave friday, can i go from copiapo ",true,true,false,2,false,,,true,,
true,0.9275026,"gotta lesave sunday, cabn wde go from fayettevkille ","gotta leave sunday, can we go from fayetteville ",true,true,true,2,true,,,true,,
true,0.5347118,"fly srtarting july for sure, ids there a flighgt that lweaves ixtapalufca ","fly starting july for sure, is there a flight that lweaves ixtapalufca ",true,true,false,2,false,,,false,,
true,0.9893193,"wre wangt tio go wednesday, cqan we depart from nashville ","we want to go wednesday, can we depart from nashville ",true,true,true,2,true,,,true,,
true,0.998737156,"wzant to go sunday, is thetre amny waty to trzavel frokm sapporo ","want to go sunday, is there any way to trzavel frokm sapporo ",true,true,true,2,true,,,true,,
true,0.7442425,cahn we depart from roorikee ensyure deparyture is slometime yesterday. ,can we depart from roorkee ensure departure is sometimes yesterday. ,true,true,true,2,true,,,true,,
true,0.9967758,"wwe wqant to go june idf possible, can we fply ferom kpot addu ","wwe want to go june if possible, can we fly ferom kpot addu ",true,true,false,2,false,,,false,,
false,0.3858518,"foly startoing nexyt month, is there a folight tghat leaves zoetermeer ","foley starting next month, is there a flight that leaves zoetermeer ",true,true,false,2,true,,,false,,
true,0.8076395,"goytta leave around may, ias thetre any way tio trqavel frlom cuito ","gotta leave around may, ias there any way to trqavel frlom cuito ",true,true,false,2,false,,,true,,
true,0.981241763,can we fly frojm hialeah i wangt tpo leafve jyuly for sure. ,can we fly from hialeah i want to leave july for sure. ,true,true,false,2,false,,,false,,
false,0.471276879,"ensure departuere iws somwetime wednesday, is theere a flight that leaves mzariara ","ensure departure is sometimes wednesday, is there a flight that leaves mzariara ",true,true,false,2,false,,,true,,
true,0.984545946,can we fkly ffrom mszuzu fly starting nexgt month. ,can we fly from mzuzu fly starting next month. ,true,true,false,2,true,,,false,,
true,0.9001823,"fly startintg nwext month, can i depzart from setio ","fly starting next month, can i depart from section ",true,true,false,2,false,,,false,,
true,0.952376246,"willing tlo depart tomorrow, i want to fply from suimmering ","willing to depart tomorrow, i want to fly from simmering ",true,true,false,2,false,,,true,,
true,0.290204167,"make sure the departiure datwe ids march, i guess, cabn we go frpom portoviekjo ","make sure the departure date is march, i guess, can we go frpom portoviekjo ",true,true,false,2,false,,,false,,
true,0.957502663,"wde wangt tpo go dude december, is tnhere any way to travrel from franca ","we want to go dude december, is there any way to travrel from franca ",true,true,false,2,false,,,false,,
true,0.999876,"we wahnt tpo glo yesterday, cqan i depart from kabul ","we want to go yesterday, can i depart from kabul ",true,true,true,2,true,,,true,,
true,0.980044842,can i depart frlom csatania wre want tio leave friday. ,can i depart from catania we want to leave friday. ,true,true,true,2,true,,,true,,
true,0.739379168,"makre sutre the departure dzate iws tuesday, can we drepart from cyuenca ","makre suture the departure date is tuesday, can we depart from cyuenca ",true,true,false,2,false,,,true,,
true,0.7652477,"i wzant tpo fly from marvdasht maike surde thwe departure date iws march, i guess. ","i want to fly from marvdasht make sure the departure date iws march, i guess. ",true,true,false,2,false,,,false,,
true,0.981080234,can we gio ffrom karlsruhe lret us go tomorrow. ,can we go from karlsruhe let us go tomorrow. ,true,true,true,2,true,,,true,,
true,0.8479472,"let me leavwe monday, ias therde a flkight that ldeaves kisangani ","let me leave monday, is there a flight that leaves kisangani ",true,true,true,2,true,,,true,,
true,0.5610346,"emnsure departure iws sometime imn the vincinity of february, is there abny way tio travel frokm sproingfield ","ensure departure iws sometime in the vicinity of february, is there abny way tio travel frokm sproingfield ",true,true,false,2,false,,,false,,
true,0.7443232,ids tnhere amny way tpo travel from oplinda i absolutely myust leave tuesday. ,ids there any way to travel from olinda i absolutely myust leave tuesday. ,true,true,false,2,false,,,true,,
true,0.3760282,"mzake surde the departure dsate is january, cqan wwe fly frlom umuahia ","make sure the departure date is january, can wwe fly frlom umuahia ",true,true,true,2,true,,,true,,
true,0.96408236,camn i fply from blida departure dure december. ,can i fly from blida departure due december. ,true,true,false,2,true,,,false,,
true,0.9403113,"maike syure thre depsarture date is monday, i wamnt to fly from psadova ","make sure the departure date is monday, i want to fly from psadova ",true,true,false,2,false,,,true,,
true,0.9731848,"lret us gpo around may, is there any way tio traveol ftrom agadwez ","let us go around may, is there any way tio traveol ftrom agadwez ",true,true,false,2,false,,,true,,
true,0.8390055,"i wamnt to leave january, ids therre a flight tjhat lesaves klerksdorp ","i want to leave january, is there a flight that lesaves klerksdorp ",true,true,false,2,false,,,true,,
true,0.992701352,can i gio frojm maiduguri wabnt tio go middle of august. ,can i go from maiduguri want to go middle of august. ,true,true,true,2,true,,,true,,
false,0.578233838,"msake sure the depqarture datwe is sunday, can i depart ftrom mqaroua ","make sure the departure date is sunday, can i depart ftrom mqaroua ",true,true,false,2,false,,,true,,
true,0.974631846,ids there any way tpo travel from sacvannah we wahnt to gio thursday. ,ids there any way to travel from savannah we want to go thursday. ,true,true,true,2,true,,,true,,
true,0.8664751,"wde wangt to leave juluy for sure, ias there a fligjht that leaves ashokbnagar kalyangqarh ","we want to leave july for sure, is there a fligjht that leaves ashokbnagar kalyangqarh ",true,true,false,2,false,,,false,,
true,0.508953452,"ldet mre lezave in the vincibnity odf february, is there a flight that lezaves yakyutsk ","let me leave in the vicinity of february, is there a flight that lezaves yakyutsk ",true,true,false,2,false,,,false,,
true,0.980509937,"ensure departiure ias spometime thursday, i wqant to fkly from yichang ","ensure departure is sometime thursday, i want to fly from yichang ",true,true,false,2,false,,,true,,
true,0.984904468,"foly starting march, i guess, i want tpo fly friom bafrcelona ","foly starting march, i guess, i want to fly from barcelona ",true,true,false,2,true,,,false,,
true,0.978343368,"i want to lezave june igf possible, cabn i depatrt from pzalo negro ","i want to leave june if possible, can i depart from palo negro ",true,true,false,2,true,,,false,,
true,0.9955197,"let uws glo sunday, can i fply from halfdwani ","let's go sunday, can i fly from haldwani ",true,true,true,2,true,,,true,,
true,0.4143483,"i absolutelty must leave nexgt friday, can i drepart from shsahkot ","i absolutely must leave next friday, can i depart from shsahkot ",true,true,false,2,false,,,true,,
true,0.6196292,is thefre a flkight that leavdes severodvinsk fly startibng yesterday. ,is there a flight that leaves severodvinsk fly starting yesterday. ,true,true,false,2,true,,,false,,
true,0.875033,"fly sometikme wednesday, iws tnhere a flight tghat leaves dongguan ","fly sometime wednesday, is there a flight that leaves dongguan ",true,true,true,2,true,,,true,,
true,0.817677557,can i depart ferom lijiahng we absolutrely mudst leave monday. ,can i depart from lijiang we absolutely must leave monday. ,true,true,false,2,false,,,true,,
true,0.995791,can i gpo from raleigh let mre leqave atround may. ,can i go from raleigh let me leave around may. ,true,true,true,2,true,,,true,,
false,0.386292517,"deparyture january, is there a flighrt tjhat leaves sofran ","departure january, is there a flight that leaves zofran ",true,true,false,2,false,,,true,,
true,0.9130677,"foly starting djue december, can wde depafrt from musoma ","foley starting due december, can we depart from musoma ",true,true,false,2,true,,,false,,
true,0.996522546,can we deopart friom pemba i want tio leavwe sunday. ,can we depart from pemba i want to leave sunday. ,true,true,false,2,false,,,true,,
false,0.246615171,"gotgta leave sunday, is thetre a flight thagt lweaves thiès ","gotta leave sunday, is there a flight that leaves thiès ",true,true,false,2,false,,,true,,
false,0.568988264,"i absolutely muwst leave friday, czan i depargt from győr ","i absolutely must leave friday, can i depart from gyor ",true,true,false,2,false,,,true,,
true,0.878470361,"fkly startibng march, i guess, cahn wwe depart from battagram ","fly starting march, i guess, cahn wwe depart from battagram ",true,true,false,2,true,,,false,,
true,0.7071726,is there abny waty tlo tfravel from oradrea departure in a year. ,is there any way to travel from oradea departure in a year. ,true,true,true,2,true,,,true,,
true,0.658755541,cabn i go ffrom dinājpur we absolutely myust lreave tomorrow. ,can i go from dinajpur we absolutely must leave tomorrow. ,true,true,false,2,false,,,true,,
true,0.991085231,can we fly frlom stoke-on-trent important: i hafve  obne daughter. ,can we fly from stoke-on-trent important: i have  one daughter. ,true,true,false,2,false,,,,true,
true,0.996671,"important: wre hqave  foiur kids, can we drepart from boksburg ","important: we have  four kids, can we depart from boksburg ",true,true,true,2,true,,,,true,
true,0.945779,"the trkip needs to bwe accommodated  fofr  2 children, cqan wwe fply from guri-si ",,true,true,false,2,false,,,,true,
true,0.9672303,"important: i habve  2 newborns, can wre gpo from guanare ","important: i have  2 newborns, can we go from guanare ",true,true,true,2,true,,,,true,
true,0.999211133,"in addition we have  fiour kids, camn we flty ffrom tbiliasi ","in addition we have  four kids, can we fly from tbilisi ",true,true,true,2,true,,,,true,
true,0.9815766,"important: we hzave  fkive sons, czan i go fronm shaping ","important: we have  five sons, can i go from shaping ",true,true,false,2,false,,,,true,
true,0.9932719,csan we fply from čačak i'm sytuck with  7 youngsters. ,can we fly from čačak i'm stuck with  7 youngsters. ,true,true,true,2,true,,,,true,
true,0.996840954,"maybe it's goofd tpo mention wde havde  2 daughters, cahn i depart from tiruchirappalli ","maybe it's good to mention we have  2 daughters, cahn i depart from tiruchirappalli ",true,true,true,2,true,,,,true,
true,0.6140775,can wre dwepart frpom hartfiord we atre stuck with  nine daughters. ,can we depart from hartford we are stuck with  nine daughters. ,true,true,true,2,true,,,,true,
true,0.9999442,wde wabnt tio fly frpom maroua maybe it's good to mentilon i hafve  five youngsters. ,we want to fly from maroua maybe it's good to mentilon i hafve  five youngsters. ,true,true,false,2,false,,,,true,
true,0.776737332,can i go from bogra tnhe troip needs tlo bre axccommodated  flor  8 daughters. ,can i go from bogra the trip needs to be accommodated  for  8 daughters. ,true,true,false,2,false,,,,true,
true,0.9988127,i want tpo foly from ciudasd victorkia maybe it's gpood to mention wde have  9 children. ,i want tpo foly from ciudad victoria maybe it's good to mention we have  9 children. ,true,true,true,2,true,,,,true,
true,0.9966325,"maybe it's giood tlo memntion i have  9 children, iws tghere a flighgt that leaves navi mumbai ","maybe it's good to mention i have  9 children, is there a flighgt that leaves navi mumbai ",true,true,false,2,false,,,,true,
true,0.9950363,cahn i fly from canmpinas in addkition i hsave  7 daughters. ,can i fly from campinas in addition i have  7 daughters. ,true,true,true,2,true,,,,true,
true,0.803808331,ias there a flight that leavdes hadejia ihn aeddition i hqave  8 sons. ,ias there a flight that leaves hadejia ihn edition i have  8 sons. ,true,true,false,2,false,,,,true,
true,0.999959,"maybe it's golod to mention wde havde  four youngsters, can i deopart frojm qujinhg ","maybe it's golod to mention we have  four youngsters, can i depart from qujing ",true,true,true,2,true,,,,true,
false,0.26710996,"i'm studck witgh  six newborns, cqan i depart from szacaba ","i'm stuck with  six newborns, can i depart from zacapa ",true,true,false,2,false,,,,true,
true,0.781977952,"ibn addition wwe have  soix sons, i want tpo flhy from zhanjiang ","ibn addition wwe have  six sons, i want to fly from zhanjiang ",true,true,true,2,true,,,,true,
true,0.795741737,can i foly from natore i afre stuxck woith  4 kids. ,can i foley from nature i are stuck with  4 kids. ,true,true,false,2,false,,,,true,
true,0.4394033,can i go ffrom ijebu-igbo i'm stuxck woith  3 daughters. ,can i go from ijebu-igbo i'm stuck with  3 daughters. ,true,true,false,2,false,,,,true,
true,0.248469412,"i are stuck wkith  soix children, czan i gio from machilīpatnam ","i are stuck with  six children, can i go from machilipatnam ",true,true,false,2,false,,,,true,
true,0.999361455,i want tio fkly from puruoliya mzaybe it's gpood to mention we hqave  2 newborns. ,i want to fly from purulia maybe it's good to mention we hqave  2 newborns. ,true,true,false,2,false,,,,true,
true,0.6987354,"important: we hacve  tswo sons, is there a fklight tghat leaves satrh ","important: we have  two sons, is there a flight that leaves satrh ",true,true,false,2,false,,,,true,
true,0.871545,"tnhe tfrip nereds tio bwe accommodated  for  10 youngsters, ias there any way to travel from botoşani ","the trip needs to be accommodated  for  10 youngsters, ias there any way to travel from botoşani ",true,true,true,2,true,,,,true,
true,0.999132037,"mzaybe it's good tpo mention i hqave  fifve sons, can i fly ftrom admiralteisky ","maybe it's good to mention i have  five sons, can i fly ftrom admiralteisky ",true,true,false,2,false,,,,true,
true,0.9793811,can i fply frpom xindi wre aere stuck with  nibne youngsters. ,can i fly from xindi we are stuck with  nine youngsters. ,true,true,false,2,false,,,,true,
true,0.9536267,cahn wre go from pātan important: we hsave  omne child. ,,true,true,false,2,true,,,,false,
true,0.331450969,cabn wwe depart from edmonton important: i habve  sicx newborns. ,cabin wwe depart from edmonton important: i have  six newborns. ,true,true,true,2,true,,,,true,
true,0.977587342,"in aeddition wwe hsave  7 daughters, can we fly from ski racha ","in addition wwe have  7 daughters, can we fly from ski racha ",true,true,false,2,false,,,,true,
true,0.9976995,"we aere srtuck with  four youngsters, czan i gio ftrom ahvaz ","we are stuck with  four youngsters, can i go from ahvaz ",true,true,false,2,false,,,,true,
true,0.8701865,"i'm stufck with  eight newborns, csan we gio from kisamngani ","i'm stuck with  eight newborns, can we go from kisangani ",true,true,true,2,true,,,,true,
false,0.245300561,iws tjhere a flight that leqaves dkivo i'm stuck with  2 newborns. ,is there a flight that leaves divo i'm stuck with  2 newborns. ,true,true,false,2,false,,,,true,
true,0.657512546,"ihn additiohn i have  6 sons, iws there anhy way tpo travel from disūq ","in addition i have  6 sons, is there any way tpo travel from disūq ",true,true,true,2,true,,,,true,
true,0.979967356,is thetre abny way tlo travel frpom ocumare depl tiuy maybe it's gpood to mention we havwe  8 newborns. ,is there any way to travel from ocumare del tuy maybe it's gpood to mention we havwe  8 newborns. ,true,true,true,2,true,,,,true,
true,0.817625344,is there anuy way tlo ttravel ftrom jinibng in addition wre hsave  two newborns. ,is there any way to travel from joining in addition were hsave  two newborns. ,true,true,false,2,false,,,,true,
false,0.241199166,ids thefre a flitght that leaves piuerto vallarta i'm stuck wuith  9 newborns. ,is there a flight that leaves puerto vallarta i'm stuck wuith  9 newborns. ,true,true,true,2,true,,,,true,
true,0.6007653,"tjhe ttrip needws to bde accomjmodated  for  8 daughters, ias there any way to travel frojm meiiktila ","the trip needs to be accommodated  for  8 daughters, ias there any way to travel frojm meiiktila ",true,true,false,2,false,,,,true,
true,0.9475776,i want to fluy ftrom matsuyama i'm stucjk wkith  three sons. ,i want to fly from matsuyama i'm stuck with  three sons. ,true,true,false,2,false,,,,true,
true,0.9959952,"important: i havwe  5 children, cabn we depart from glendalre ","important: i have  5 children, can we depart from glendale ",true,true,false,2,false,,,,true,
true,0.978592634,can i depart frlom trebingtinggi important: we havwe  6 youngsters. ,can i depart from tebing tinggi important: we have  6 youngsters. ,true,true,false,2,false,,,,true,
true,0.967497766,is there anuy way tpo travel friom ftranca important: we hsave  5 sons. ,is there any way to travel from france important: we have  5 sons. ,true,true,false,2,false,,,,true,
true,0.9987498,"maygbe it's goosd to mdention we hqave  4 daughters, iws there any wsay to traveol from tláhuac ","maybe it's good to mention we have  4 daughters, iws there any wsay to traveol from tláhuac ",true,true,true,2,true,,,,true,
true,0.333815664,"i'm sgtuck with  soix daughters, cabn we fkly from ibarra ","i'm stuck with  six daughters, can we fly from ibarra ",true,true,false,2,false,,,,true,
true,0.7517421,"important: i have  onre son, is there a fplight tjhat leaves rpoxas cuity ","important: i have  one son, is there a flight that leaves roxas cuity ",true,true,false,2,false,,,,true,
true,0.8122306,"imn additiobn we have  skix children, czan i gpo from chlef ","in addition we have  six children, can i gpo from chlef ",true,true,true,2,true,,,,true,
true,0.973769844,is thdere anuy way tlo trsavel from oberhausen maybe it's gopod to mention i habve  1 newborn. ,is there any way to travel from oberhausen maybe it's gopod to mention i habve  1 newborn. ,true,true,true,2,true,,,,true,
true,0.9943156,"ihn additkion wde have  obne newborn, i want to fly from ebnfield toewn ","in addition we have  one newborn, i want to fly from ebnfield toewn ",true,true,false,2,false,,,,true,
true,0.930347741,cqan i flty from manta i'm stufck with  8 kids. ,can i fly from manta i'm stuck with  8 kids. ,true,true,false,2,false,,,,true,
true,0.925168037,"ihn asddition i have  3 daughters, can we gio frlom kandahār ","ihn addition i have  3 daughters, can we go from kandahār ",true,true,true,2,true,,,,true,
true,0.934571743,ias there any wqay tlo travel from loudi important: wre hqave  7 daughters. ,ias there any way to travel from lodi important: we have  7 daughters. ,true,true,false,2,false,,,,true,
true,0.9777568,wwe want tio fly frojm changwon in addoition we hacve  ninwe newborns. ,wwe want to fly from changwon in addition we have  nine newborns. ,true,true,false,2,false,,,,true,
true,0.8407575,"important: i hacve  five sons, iws there any wsay to tfravel frpom wafangdian ","important: i have  five sons, is there any way to travel frpom wafangdian ",true,true,true,2,true,,,,true,
true,0.997396767,can wde gpo from ssan luis maygbe it's good tio menytion we have  onde daughter. ,can wde gpo from san luis maybe it's good to mention we have  onde daughter. ,true,true,false,2,true,,,,false,
true,0.862938344,ias there amny way to travel from tobngliao imn aeddition wde have  3 newborns. ,,true,true,false,2,false,,,,true,
true,0.8472065,"in aeddition wwe have  8 children, is theere a flight that leaveds ktyzylorda ","in addition wwe have  8 children, is there a flight that leaveds ktyzylorda ",true,true,false,2,false,,,,true,
true,0.9997835,"maybe it's good tlo mentuion wwe have  2 children, can we gio frokm częstochowa ","maybe it's good tlo mention we have  2 children, can we go from częstochowa ",true,true,true,2,true,,,,true,
true,0.9662703,"i are stuck with  foiur children, csan i ddepart ffrom montes clarpos ","i are stuck with  four children, can i depart from montes claros ",true,true,true,2,true,,,,true,
true,0.8686554,camn i glo from pomona i'm stjuck with  2 kids. ,can i go from pomona i'm stuck with  2 kids. ,true,true,true,2,true,,,,true,
true,0.460185319,ias there abny way tpo travel ffrom kharkiv i'm stuck witjh  sisx sons. ,ias there any way to travel from kharkiv i'm stuck with  sisx sons. ,true,true,false,2,false,,,,false,
true,0.9748421,can i fluy ftrom buhe important: we hzave  6 daughters. ,can i fly from buhe important: we have  6 daughters. ,true,true,false,2,false,,,,true,
true,0.990872562,is tnhere any wauy tio travel from kawahguchi mayvbe it's glood to mention i habve three adults. ,is there any way to travel from kawaguchi maybe it's glood to mention i habve three adults. ,true,true,false,2,false,,,,,true
true,0.9972377,can wde fly frlom ochakovo-matveyevskoye important: we havde 7 aged people. ,can wade fly from ochakovo-matveyevskoye important: we have 7 aged people. ,true,true,false,2,false,,,,,true
true,0.965112,"important: i have three agded people, ids therre any way tpo travwel fronm yên vinh ","important: i have three aged people, is there any way to travel from yên vinh ",true,true,true,2,true,,,,,true
true,0.8656631,ias there a flight tjhat ldeaves sidoarjo important: i hsave 6 aged people. ,ias there a flight that leaves sidoarjo important: i have 6 aged people. ,true,true,true,2,true,,,,,true
true,0.95962,"i'm sytuck with 7 aged people, cqan i go ffrom jizaozuo ","i'm stuck with 7 aged people, can i go from jizaozuo ",true,true,false,2,false,,,,,true
true,0.9937312,wre wabnt tio fly ferom tiuxtla important: i have three mature persons. ,we want to fly from tuxtla important: i have three mature persons. ,true,true,true,2,true,,,,,true
true,0.998903632,"maybe it's goosd tlo menrtion we hsave 2 atged people, csan i depart from debrecen ","maybe it's good to mention we have 2 aged people, can i depart from debrecen ",true,true,false,2,false,,,,,true
true,0.9107536,"the trip needs to bwe acdcommodated  for soix aged people, csan wwe fly ferom kjhimki ","the trip needs to bwe accommodation  for six aged people, can we fly from kjhimki ",true,true,false,2,false,,,,,true
true,0.8619795,"tghe terip needds tlo bwe accommodated  for nine adults, i want to flhy frokm mobile ","the trip needs to be accommodated  for nine adults, i want to flhy frokm mobile ",true,true,false,2,false,,,,,true
true,0.889333069,cqan i gpo ftrom rpohini the tfrip needs tlo be accommodated  for 4 adults. ,can i go from rohini the trip needs to be accommodated  for 4 adults. ,true,true,false,2,false,,,,,true
true,0.998096347,"mzaybe it's good tio mention i habve 2 matutre persons, i wzant to fly from bobo-dioulasso ","maybe it's good to mention i have 2 mature persons, i wzant to fly from bobo-dioulasso ",true,true,false,2,false,,,,,true
true,0.977009237,can i gpo from jeongeup wde atre stiuck with fiour adults. ,can i gpo from jeongeup we are stuck with four adults. ,true,true,true,2,true,,,,,true
true,0.996829331,"in additoion i hqave 4 adults, wde wamnt to fly from lakepland ","in addition i have 4 adults, we want to fly from lakepland ",true,true,false,2,false,,,,,true
true,0.7854437,is there any wahy tlo traveol from fefrnando de la mpora the terip needws to be accommodagted  for 9 women. ,is there any wahy tlo travel from fernando de la mora the trip needs to be accommodagted  for 9 women. ,true,true,true,2,true,,,,,true
true,0.9987869,"maygbe it's good to mwention i have sefven women, csan i go from digows ","maybe it's good to mention i have seven women, csan i go from digows ",true,true,false,2,false,,,,,true
true,0.9856907,i want tpo fly from changdre important: wwe havwe 10 men. ,i want to fly from changde important: we have 10 men. ,true,true,true,2,true,,,,,true
true,0.9262665,"i are stufck witnh 6 adults, can we fly ftrom bolohgna ","i are stuck with 6 adults, can we fly from bologna ",true,true,false,2,false,,,,,true
true,0.982562363,"in addition we hqave tewo mature persons, can i foly ferom idsehara ","in addition we have two mature persons, can i fly from rideshare ",true,true,false,2,false,,,,,true
true,0.773387969,cahn we go from deeer vqalley i'm stufck with one mayture person. ,cahn we go from deer valley i'm stuck with one mature person. ,true,true,false,2,false,,,,,true
true,0.9960496,can i go ftrom sagtara in addition wre hqave five ahged people. ,can i go from satara in addition we have five aged people. ,true,true,false,2,false,,,,,true
true,0.9997635,can we fkly ffrom pār naotgaon maybe it's good tlo mention i hzave 8 agesd people. ,can we fly from pr naogaon maybe it's good to mention i hzave 8 agesd people. ,true,true,false,2,false,,,,,true
true,0.9275247,"in afddition i have 6 adults, cqan i glo fronm split ","in addition i have 6 adults, can i go from split ",true,true,false,2,false,,,,,true
true,0.9973069,"tjhe trip nweeds tpo be accommodateed  for 1 grownup, wde wanyt to fly from bilqās ","tjhe trip needs to be accommodated  for 1 grown up, we want to fly from bilqās ",true,true,true,2,true,,,,,true
true,0.915075958,"thde trip nreeds to bde accommodated  flor 9 aged people, cahn wde depart from khān yūnis ","the trip needs to be accommodated  for 9 aged people, cahn wde depart from khān yūnis ",true,true,true,2,true,,,,,true
true,0.953294158,"in asddition we hqave one adult, is therwe any way tpo teravel ftrom anmagasaki ","in addition we have one adult, is there any way tpo teravel ftrom anmagasaki ",true,true,false,2,false,,,,,true
true,0.527432263,"i are stuck woith six aged people, csan i depart frokm wesgt raleuigh ","i are stuck woith six aged people, can i depart from west raleigh ",true,true,false,2,false,,,,,true
true,0.9547931,"i'm sgtuck witnh two adults, cahn we depart frlom san franciscpo ","i'm stuck with two adults, can we depart from san franciscpo ",true,true,false,2,false,,,,,true
true,0.9967088,"the trip needs tio be accomnmodated  for eoight aged people, wde wanyt to flty from viamão ","the trip needs tio be accommodated  for eight aged people, we want to fly from viamão ",true,true,true,2,true,,,,,true
true,0.97773546,czan i gio from mesa ibn additkion wwe have two men. ,can i go from mesa in addition we have two men. ,true,true,false,2,false,,,,,true
true,0.9025699,cabn we gio from bārsi imn adduition i have nkine mature persons. ,cabn we gio from boerse in addition i have online mature persons. ,true,true,false,2,false,,,,,false
true,0.9902276,"maybe it's good tlo mention i have 7 mature persons, ids threre any way to travekl frojm zhaoqoing ","maybe it's good tlo mention i have 7 mature persons, ids there any way to travel from zhaoqing ",true,true,false,2,false,,,,,true
true,0.6340941,"important: wde have suix ahged people, is there any waty tlo travel fronm baicheng ","important: we have six aged people, is there any way tlo travel fronm baicheng ",true,true,false,2,false,,,,,true
true,0.8855029,"the trip nereds tio bre accommodated  for 2 adults, csan i foly from rānīganj ","the trip needs to be accommodated  for 2 adults, can i foly from rānīganj ",true,true,true,2,true,,,,,true
true,0.8080972,can wde depart from arāk the terip needds tio bwe acciommodated  for two adults. ,can wde depart from ark the trip needs to be accommodated  for two adults. ,true,true,false,2,false,,,,,true
true,0.974737942,i want to fluy fronm goujra i are stuck wkith ohne adult. ,i want to fly from gourami are stuck with one adult. ,true,true,false,2,false,,,,,true
true,0.748576343,can we dwepart frokm kamoke important: i hsave 10 men. ,can we depart from kamoke important: i have 10 men. ,true,true,true,2,true,,,,,true
true,0.3989497,ias tjhere any way tpo travel frojm cenyturion i'm stuck with 4 men. ,is there any way to travel from centurion i'm stuck with 4 men. ,true,true,false,2,false,,,,,true
true,0.9505252,we wabnt tlo fly from araraquara the triop needs to bde accommodatesd  for threre men. ,we want to fly from araraquara the trip needs to bde accommodatesd  for threre men. ,true,true,false,2,true,,,,,false
true,0.9972348,can wre fly frokm tulsa maybe it's good tio menrtion i hzave 6 men. ,can wre fly from tulsa maybe it's good to mention i have 6 men. ,true,true,true,2,true,,,,,true
true,0.9539107,"i'm stuck wiyth one matufre person, wre want to fly fronm nevinnomysask ","i'm stuck with one mature person, we want to fly from nevinnomysask ",true,true,false,2,false,,,,,true
true,0.970065951,"i'm stuck woith 4 men, wde want to fly frokm yarloslavl ","i'm stuck with 4 men, we want to fly from yaroslavl ",true,true,true,2,true,,,,,true
true,0.988925457,"tnhe trip neefds tlo bwe accommodated  for fouer women, i want to fply from kutaisi ","the trip needs to be accommodated  for four women, i want to fply from kutaisi ",true,true,true,2,true,,,,,true
true,0.899496436,"important: we hzave six mature persons, i wqant tio flty friom coacalco ","important: we have six mature persons, i want to fly from coacalco ",true,true,true,2,true,,,,,true
true,0.9168174,ids thwere any way tlo travel from caxchoeiro dre itapemirim i'm stufck with 10 agwed people. ,ids there any way to travel from cachoeiro de itapemirim i'm stufck with 10 agwed people. ,true,true,false,2,false,,,,,true
